anime_id,average_rating,total_ratings,average_rating_1,Name,synopsis,Episodes,Members,Premiered,Favorites,Duration
9760,7.515585264840515,13763,8.049891930835734,Hoshi wo Ou Kodomo,"If you could turn all your memories into a song, what would it resemble? Between being an exceptional student and taking care of the house alone during her mother's absence, Asuna Watase's only distraction is listening to her old crystal radio in her secret mountain hideout. One day, she accidentally tunes to a mysterious and melancholic melody, different from anything she has ever heard before. Soon after, an enigmatic boy named Shun saves her from a dangerous creature, unknowingly dragging Asuna on a long journey to a long lost land bound to surpass her very imagination, turning her once melodic life into an intricate requiem.",1,164081,Unknown,571,1 hr. 56 min.
9776,6.853041695146958,10241,7.3683284457478,A-Channel,"Tooru and Run have been best friends forever, so when Tooru learns that she's managed to get into the same high school as Run, she runs to tell her... only to find Run in a compromising position with yet another girl, Yuko. Needless to say, that makes things a bit awkward at school, with Tooru fending off those who might be interested in Run while Yuko and their other girlfriend, Nagi, have to deal with Run's own penchant for drama. (Source: Sentai Filmworks)",12,87240,Spring 2011,321,24 min. per ep.
9790,7.651456233632252,12601,8.193055825714842,Sora no Otoshimono  Tokeijikake no Angeloid,"ovie adaptation of the Sora no Otoshimono manga, based on Kazane Hiyori's arc.",1,114652,Unknown,305,1 hr. 36 min.
9834,7.45646437994723,10233,8.032090841767465,Level E,"In the present day, hundreds of extraterrestrial species walk the Earth. Some are pacifistic, others violent. Some are here for research purposes, others are career criminals. However, humans don't know they are here. Now, one more alien has arrived on Earth. One of the universe's foremost geniuses with a personality that's bound to attract all sorts of trouble. (Source: AniDB)",13,81291,Winter 2011,322,24 min. per ep.
9863,7.94834407971864,13648,8.429111856246239,SKET Dance,"Kaimei High School there is a special club dedicated to helping others known as the SKET Brigade. The brains of the group is Kazuyoshi ""Switch"" Usui, a tech-savvy otaku who speaks through speech synthesis software, while the brawn is provided by Hime ""Himeko"" Onizuka, the hockey stick-wielding girl once known as ""Onihime."" And last but not least, their leader is Yuusuke ""Bossun"" Fujisaki, whose latent ability is evoked by his goggles, allowing him to summon the awesome power of extraordinary concentration. However, most of the school only know them as the club that handles odd jobs. Many of their days are spent in the clubroom slacking off, but when there is something to be done, they give their all to help others—usually in sincere, but unintentionally hilarious, ways. The SKET Brigade do all they can to provide support, kindness, encouragement, and troubleshooting to any students crazy enough to ask for their services.",77,185346,Spring 2011,3098,24 min. per ep.
9919,7.496962067807989,59580,8.069194592656642,Ao no Exorcist,"Humans and demons are two sides of the same coin, as are Assiah and Gehenna, their respective worlds. The only way to travel between the realms is by the means of possession, like in ghost stories. However, Satan, the ruler of Gehenna, cannot find a suitable host to possess and therefore, remains imprisoned in his world. In a desperate attempt to conquer Assiah, he sends his son instead, intending for him to eventually grow into a vessel capable of possession by the demon king. Ao no Exorcist follows Rin Okumura who appears to be an ordinary, somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna, Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio.",25,1417630,Spring 2011,16871,24 min. per ep.
9922,6.531966926749738,8587,7.363847944142746,Oretachi ni Tsubasa wa Nai  Under the Innocent Sky.,"Haneda Takashi has a secret he cannot speak of. To leave his dull school-life, he was supposed to have escaped to another world. However, he is reeled in by certain ties on his heart. One of these is Kobato, his awkward younger sister. The other is Watarai Asuka, his negligent girlfriend. Chitose Shuusuke is a poor freeloader. He passes his days working at various part-time jobs. One day, he has a disastrous first encounter with Tamaizumi Hiyoko. The next time they meet, Shuusuke discovers that they are fellow employees at his part-time job. Narita Hayato sees himself as a ""hard-boiled"" person. Back-breaking jobs are nothing to him. Hayato shuns normal human contact, but, during the nights, he would get together with delinquents and other denizens of the night. One such night, he meets the cheerful and oblivious Otori Naru. The relationships with these girls will greatly affect these 3 young men. But what, exactly, is the relationship these young men have with each other? (Source: AnimeNFO)",12,75817,Spring 2011,162,24 min. per ep.
9925,7.2030659853365915,9002,7.813317479191439,Amagami SS  Tachibana Miya-hen - Imouto,"a Tachibana, assuming her annoying brother Junichi will be unlucky in love and alone forever, decides to spy on him at school after hearing that some of her friends find him to be kind and caring. Through her spying, she learns that he gets along well with girls at school, which results in an even bigger misunderstanding, as Miya wrongfully assumes he likes men since he doesn't have a girlfriend. However, after she herself rejects a boy, Miya starts questioning how she views Junichi as she is reminded of Junichi's similar experience from two years earlier.",1,45741,Unknown,27,24 min.
9926,7.680200396618307,9581,8.326980422663036,Sekaiichi Hatsukoi,"fter having to deal with jealousy from his co-workers for working under his father's name, prideful literary editor Ritsu Onodera is determined to establish himself in the industry. To accomplish this, he quits his job at his father's publishing company and transfers to Marukawa Publishing. But instead of being placed in their literary division, Ritsu finds himself working as the rookie manga editor for the Emerald editing department, a team that operates under extremely tight schedules in order to meet deadlines. There, Ritsu is introduced to the infamous editor-in-chief Masamune Takano, a persistent man who strives for results. As it turns out, Takano is actually Ritsu's high school love, and it is the aftermath of that heartbreak has caused Ritsu's reluctance to fall in love again. Now with the two reunited after several years of separation, the reestablishment of their relationship is marked by Takano's vow to make Ritsu say that he loves him again. Sekaiichi Hatsukoi follows three couples that are interconnected within the manga industry, with each being subject to the budding of first love.",12,173696,Spring 2011,3376,23 min. per ep.
9936,6.232813828279966,17645,7.194166127989657,Maken-Ki!,"Based on the manga series by Hiromitsu Takeda, this romantic comedy is about Takeru Ohyama, a typical perverted teenage boy. His new school doesn't require entrance exams, and it just turned co-ed! Unfortunately, his dreams of a happy high school life are dashed when he finds out the school is much more than it seems. All of the students wield a special item—a Maken—to unleash their magical abilities in duels! Can Takeru find a Maken that works for him? Even while trying to fit in at a new school and dealing with all kinds of girl problems? (Source: FUNimation)",12,216749,Fall 2011,359,25 min. per ep.
9941,7.904641044234953,13790,8.290936279803939,Tiger & Bunny,"In Stern Bild City, those with special abilities are called ""NEXT,"" and can use their powers for good or bad. A unique organized group of NEXT appear regularly on Hero TV, where they chase down evildoers to bring limelight to their sponsors and earn Hero Points in the hopes of becoming the next ""King of Heroes."" Kotetsu T. Kaburagi, known as ""Wild Tiger,"" is a veteran hero whose performance has been dwindling as of late, partially due to his inability to cooperate with other heroes. After a disappointing season in which most of the other heroes far outperformed Tiger, he is paired up with a brand new hero who identifies himself by his real name—Barnaby Brooks Jr. Barnaby, nicknamed ""Bunny"" by his frivolous new partner, quickly makes it clear that the two could not be more different. Though they mix as well as oil and water, Tiger and Bunny must learn to work together, both for the sake of their careers and to face the looming threats within Stern Bild.",25,182872,Spring 2011,2785,24 min. per ep.
